# unassigned_PDBID  line_TMscore_max  TMscore_max  corresponding_PDBID  corresponding_SCOPID  topology  topology_string
2BYG_A  5312  0.9315   2FE5_A  d2fe5a1  0-2+5-1  +E+0.-B+0.+B+1.+B-1.+B+2.-B+3.+C+0.-E+1.
2YZ1_A  936   0.73545  1GL4_B  d1gl4b_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
1O42_A  1861  0.91551  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2L42_A  1269  0.48329  1ILO_A  d1iloa_  1-4-2    +B+0.-C+0.+B+1.-A+0.-B-1.+B-2.-C-1.
3N4Y_A  1073  0.96828  1H7M_A  d1h7ma_  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
1B2J_A  5213  0.94936  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
2BZ7_A  1683  0.99405  1KDJ_A  d1kdja_  0-4+4-0  +B+0.-B+1.-E+0.+B-1.-E-3.-B-2.+E-2.-E-1.
1O43_A  1861  0.9137   1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2YZ8_A  3369  0.82435  1TIU_A  d1tiua_  0-3+4-0  +B+0.-E+0.+B-3.-E-2.+E-1.-B-2.+B-1.
1B2O_A  5213  0.93326  2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
2L43_A  2656  0.46239  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
3N4Z_A  1073  0.97856  1H7M_A  d1h7ma_  2-4-2    -A+0.+B+0.-C+0.+B+2.-C+1.+B+3.-A-1.-B+1.
2BZC_A  1683  0.99366  1KDJ_A  d1kdja_  0-4+4-0  +B+0.-B+1.-E+0.+B-1.-E-3.-B-2.+E-2.-E-1.
1B2X_A  16    0.99567  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2YZU_A  5757  0.87903  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1O44_A  1861  0.91231  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2L4A_A  2690  0.57448  1Q1H_A  d1q1ha_  1-3-1    +C+0.+B+0.-A+0.+B-2.-B-1.
3NA4_A  1635  0.89879  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2MOI_A  945   0.71401  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
2L4B_A  3693  0.57219  1UV7_A  d1uv7a_  0-2-2    +C+0.-C+1.+B+0.-B+1.
2BZT_A  5114  0.47787  2CS7_A  d2cs7a1  0-2+3-0  +E+0.-E-1.-B+0.+B-1.-B-2.
1B2Z_A  16    0.99498  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2Z0T_A  3056  0.82596  1S04_A  d1s04a_  1-3-2    +B+0.-A+0.+B-2.-C+0.+C+1.-B-1.
1O45_A  1861  0.91394  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
3NAR_A  154   0.49955  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
1B3A_A  2239  0.89134  1NR4_A  d1nr4a_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2Z1C_A  276   0.58101  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
3NBM_A  1256  0.81497  1IIB_A  d1iiba_  1-4-2    +B+0.-A+0.+B-1.+B+1.-C+0.+B+2.-A+1.
1O46_A  1861  0.91448  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1B4Q_A  1757  0.93029  1KTE_A  d1ktea_  2-4-2    -C+0.+B+0.-A+0.+B-1.+C+1.-B+1.+B+2.-A+1.
2Z47_A  3682  0.43929  1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3NDQ_A  1497  0.45172  1JJ2_W  d1jj2w_  0-4-2    +B+0.-A+0.+B-3.-A-1.-B-1.+B-2.
1O47_A  1861  0.91306  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2Z8Q_A  3162  0.99165  1SJ1_A  d1sj1a_  0-3+2-1  +B+0.-A+0.+E+0.-E+1.-B-1.-B+1.
2MOL_A  945   0.69895  1GMX_A  d1gmxa_  2-5-3    +B+0.-A+0.+B-3.-A-2.+B-4.-C+0.+B-2.-C+1.+B-1.-A-1.
3NDS_A  5537  0.76559  2H8U_A  d2h8ua1  0-2+3-0  +E+0.-E+1.+B+0.-B+1.-B-1.
1O48_A  1861  0.91376  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2BZX_A  3475  0.84649  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
2L4D_A  347   0.61079  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
2Z9T_A  1635  0.85951  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
3NEQ_A  740   0.82547  1FF4_A  d1ff4a_  0-4-0    +B+0.+B+2.-B+1.-B+3.
2C0S_A  1173  0.45455  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1O49_A  1861  0.91493  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2L4E_A  2966  0.39983  1RH6_A  d1rh6a_  0-3-2    +B+0.-C+0.+C+1.+B+2.-B+1.
3NGG_A  449   0.48652  1DL0_A  d1dl0a_  0-2+3-0  +E+0.-B+0.+E+1.-B+2.+B+1.
2ZA4_A  16    0.98964  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2L4F_A  2966  0.41352  1RH6_A  d1rh6a_  0-3-2    +B+0.-C+0.+C+1.+B+2.-B+1.
3NGP_A  3475  0.94696  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
1O4A_A  1861  0.91127  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1B5M_A  357   0.86704  1CXY_A  d1cxya_  1-5-2    +B+0.-A+0.+B-3.-B-2.+C+0.+B-4.-C+1.+B-1.
2ZA4_B  112   0.95739  1AY7_B  d1ay7b_  0-3-2    +B+0.-A+0.+B-1.-A-1.+B-2.
2L4J_A  5385  0.38118  2FTX_B  d2ftxb1  0-3-1    +B+0.-B-1.+B-2.-C+0.
3NIK_A  2656  0.39903  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
1B7D_A  60    0.75984  1AHO_A  d1ahoa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1O4B_A  1861  0.91104  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2MOP_1  1365  0.71748  1J2L_A  d1j2la_  0-4-0    +B+0.+B+1.-B+3.+B+2.
2ZBO_A  347   0.90493  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
3NIL_A  2656  0.39801  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
1B7I_A  3557  0.98361  1UCS_A  d1ucsa_  0-2+3-0  +B+0.-E+0.+B+1.-B-1.+E-1.
2ZC2_A  183   0.42857  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
3NIM_A  2656  0.39968  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
1O4C_A  1861  0.8935   1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2C0W_A  3284  0.48411  1T3U_A  d1t3ua_  0-2-2    +B+0.-B+1.+C+0.-C+1.
1B7J_A  3557  0.98168  1UCS_A  d1ucsa_  0-2+3-0  +B+0.-E+0.+B+1.-B-1.+E-1.
2ZCB_A  5293  0.88469  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3NIR_A  183   0.92365  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2C2C_A  326   0.83011  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
1O4D_A  1861  0.91022  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1B7K_A  3557  0.97491  1UCS_A  d1ucsa_  0-2+3-0  +B+0.-E+0.+B+1.-B-1.+E-1.
2L4M_A  3138  0.66419  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3NIS_A  2656  0.39959  1PTQ_A  d1ptqa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2ZCC_A  5293  0.85027  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
1B7V_A  347   0.62299  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
2C3G_A  1762  0.55496  1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
1O4E_A  1861  0.91325  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2L4N_A  683   0.74526  1F2L_A  d1f2la_  0-3-1    +B+0.-B-1.+B-2.-C+0.
2ZDJ_A  5625  0.41122  2IIM_A  d2iima1  0-3+4-0  +B+0.-E+0.+E-1.-B-1.+B-2.-E-2.+B+1.
3NJU_A  860   0.91516  1G4I_A  d1g4ia_  0-2-2    +C+0.+B+0.-B-1.+C-1.
2MOT_A  711   0.70223  1F7S_A  d1f7sa_  1-5-2    -C+0.+B+0.-B-1.+A+0.-B+1.+B+2.-C+1.+B+3.
1B8L_A  739   0.48878  1FF1_A  d1ff1a_  0-2-2    +B+0.-A+0.-B-1.+A+1.
2L4Q_A  5757  0.92213  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
2ZEQ_A  5293  0.78439  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2C3H_A  1762  0.54753  1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
1O4F_A  1861  0.90013  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
3NKJ_A  138   0.40825  1B4B_A  d1b4ba_  0-4-2    +B+0.-B-1.+C+0.-B-3.+B-2.-C+1.
1B8R_A  1407  0.48425  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
2ZGD_A  4516  0.42116  1YCS_B  d1ycsb2  0-2+5-0  +B+0.-E+0.+E-1.-B-1.+B-2.-B-3.+B+1.
2C3V_A  1762  0.56214  1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
2L4W_A  1174  0.44899  1HZ6_A  d1hz6a_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
3NMI_A  1173  0.52677  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1O4G_A  1861  0.90084  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
1B9A_A  1407  0.48818  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
2ZGG_A  4516  0.42773  1YCS_B  d1ycsb2  0-2+5-0  +B+0.-E+0.+E-1.-B-1.+B-2.-B-3.+B+1.
2C3V_B  2490  0.54842  1OWW_A  d1owwa_  0-3+4-0  +E+0.-E-1.+B+0.-B-1.+E-2.-B+1.+B+2.
2L52_A  768   0.7783   1FM0_D  d1fm0d_  0-3+2-1  +E+0.-E-1.+A+0.-B+0.+B+1.+B-1.
3NMJ_A  1173  0.52208  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1O4H_A  1861  0.91026  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2ZHX_B  3593  0.94978  1UGI_A  d1ugia_  1-5-1    -C+0.+B+0.-A+0.-B-1.+B-2.-B-3.+B-4.
1BAN_A  16    0.99343  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2C3W_A  1762  0.57046  1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
3NMK_A  1173  0.52018  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
1O4I_A  1861  0.91032  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2ZNV_B  5293  0.88604  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
2MOV_A  767   0.69826  1FLT_X  d1fltx_  0-3+5-0  +B+0.-E+0.+B-3.-B-4.-E-2.+E-1.-B-2.+B-1.
1BAO_A  16    0.9973   1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2C3X_A  1762  0.5673   1KUL_A  d1kula_  0-3+4-0  +E+0.-B+0.+B+1.-E+1.+B-1.-B-2.+E-1.
2ZNV_C  5293  0.86026  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3NNS_A  4685  0.86974  1ZES_A  d1zesa1  2-5-3    +B+0.-A+0.+B-1.-C+0.+B+1.-C+1.+B+2.-C+2.+B+3.-A+1.
1O4J_A  1861  0.90919  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2MOZ_A  154   0.41171  1B8Z_A  d1b8za_  0-3-1    -C+0.+B+0.-B+1.+B+2.
2C5Z_A  922   0.50057  1GHH_A  d1ghha_  0-3-2    +B+0.-C+0.+B+1.-B-1.+C-1.
1BBI_A  425   0.63996  1DF9_C  d1df9c_  0-5-0    +B+0.-B-1.-B-3.+B-2.-B+1.
2ZPL_A  5271  0.55813  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
3NOF_A  5757  0.94976  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1O4K_A  1861  0.9113   1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2C6A_A  5213  0.3814   2DSX_A  d2dsxa1  0-2+3-0  +B+0.-B-1.+E+0.-E-1.-B+1.
1BFE_A  3394  0.92866  1TP5_A  d1tp5a1  1-5-1    +B+0.+B+4.-B+3.+B+2.-C+0.-B+1.-A+0.
2ZPM_A  5271  0.52886  2F5Y_A  d2f5ya1  0-4+4-0  +B+0.-E+0.-E-1.-E+1.+E+2.+B-2.-B-3.-B-1.
2L54_A  3138  0.60316  1SFU_A  d1sfua_  1-3-1    -A+0.+B+0.-C+0.-B-2.+B-1.
3NPD_A  4113  0.5361   1WH9_A  d1wh9a_  0-2-2    +C+0.+B+0.-C+1.+B+1.
1O4L_A  1861  0.90538  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2ZPO_A  502   0.8627   1DY5_A  d1dy5a_  0-4-2    +A+0.+B+0.-A-1.+B-1.-B-2.+B-3.
1BIR_A  1181  0.99496  1I0V_A  d1i0va_  0-2+5-0  +E+0.-E+1.-B+0.+B-1.-B-2.+B-3.-B-4.
2MP1_A  1989  0.76483  1M8A_A  d1m8aa_  0-3-1    +B+0.-B-1.+B-2.-C+0.
1O4M_A  1861  0.90284  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
3NRL_A  1740  0.4666   1KQ1_A  d1kq1a_  0-3+3-0  +B+0.-B-1.+E+0.-E-1.+E-2.-B+1.
1BJA_A  4388  0.67673  1XMK_A  d1xmka1  1-3-2    +C+0.+B+0.+A+0.+B-2.-B-1.+C-1.
2ZQE_A  2066  0.68295  1MSZ_A  d1msza_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2MP5_1  1365  0.6469   1J2L_A  d1j2la_  0-4-0    +B+0.+B+1.-B+3.+B+2.
3NRW_A  2690  0.45906  1Q1H_A  d1q1ha_  1-3-1    +C+0.+B+0.-A+0.+B-2.-B-1.
1O4N_A  1861  0.91448  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2ZQK_C  183   0.42659  1BHP_A  d1bhpa_  0-2-2    +B+0.-A+0.+A+1.-B+1.
2C6B_A  3350  0.43206  1TFI_A  d1tfia_  0-4-0    +B+0.-B-1.+B-2.-B-3.
1BK2_A  3475  0.98761  1U06_A  d1u06a1  0-7      +B+0.-E+0.-B-4.+B-1.-B-2.+B-3.+E+1.
3NS5_A  1063  0.81536  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2ZRR_A  4718  0.4701   1ZPW_X  d1zpwx1  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
1BKM_A  1861  0.9076   1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2L55_A  1135  0.59071  1HR0_W  d1hr0w_  0-3+3-0  +E+0.-B+0.+B-1.-B-2.-E+1.+E+2.
1O4O_A  1861  0.91439  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
3NS6_A  1063  0.82719  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
2ZVS_A  817   0.71559  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
1BKR_A  2153  0.46854  1NCS_A  d1ncsa_  0-3-1    +B+0.-B+1.+B+2.-A+0.
1O4P_A  1861  0.90903  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2ZW0_A  5621  0.86282  2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
3NS8_A  5293  0.88251  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
1BLU_A  817   0.72705  1FXD_A  d1fxda_  0-2-2    -C+0.+B+0.-B-1.+C-1.
1O4Q_A  1861  0.91252  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
2MP8_A  82    0.5153   1AOY_A  d1aoya_  0-3-1    +C+0.+B+0.-B+1.+B-1.
2ZW1_A  5621  0.859    2IGD_A  d2igda_  0-4-1    +B+0.-B-1.+A+0.-B+2.+B+1.
2C7H_A  5293  0.67581  2FAZ_A  d2faza1  0-5-2    +B+0.-B-1.+A+0.-B+2.+B+3.-A+1.+B+1.
3NSU_A  4704  0.82837  1ZM0_A  d1zm0a1  0-4+5-0  +E+0.-B+0.+B+1.-E+1.+E+2.-E+3.+B-3.-B-2.+B-1.
1BMG_A  1635  0.93222  1K5N_B  d1k5nb_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2ZXJ_A  1015  0.8343   1GXQ_A  d1gxqa_  0-3-1    +B+0.-C+0.+B+2.-B+1.
1O4R_A  1861  0.90328  1LKK_A  d1lkka_  1-6-1    +B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.-C+0.
3NSW_A  795   0.6095   1FR3_A  d1fr3a_  0-3-1    +B+0.-B+1.+B+2.-A+0.
2L59_A  5757  0.91474  2TRX_A  d2trxa_  1-5-2    +B+0.-C+0.+B+2.-A+0.+B+1.-B+3.+B+4.-A+1.
1BNE_A  16    0.98416  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2ZZS_1  347   0.60623  1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
1O6X_A  3107  0.61773  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
3NUF_A  734   0.50805  1FE0_A  d1fe0a_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
351C_A  347   0.6034   1CTJ_A  d1ctja_  0-2-2    +C+0.+B+0.-B+1.+C+1.
2L5N_A  563   0.43942  1ED7_A  d1ed7a_  0-2+3-0  +E+0.-B+0.+B+1.-E+1.-B+2.
1BNF_A  16    0.97266  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
3A02_A  4131  0.44306  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
3NWV_A  326   0.73563  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
2MPC_A  3107  0.54106  1SB6_A  d1sb6a_  0-3-2    +B+0.-C+0.+B+2.-B+1.+C-1.
1BNG_A  16    0.99678  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2C9P_A  1327  0.93566  1IX2_A  d1ix2a_  0-4+4-0  +B+0.+E+0.-B+1.+E+3.-B+3.+B+2.-E+2.+E+1.
3A03_A  4131  0.45248  1WI9_A  d1wi9a_  0-3-2    -C+0.+B+0.-C+1.+B+2.-B+1.
2MPK_A  2657  0.40603  1PU1_A  d1pu1a_  0-2-2    -C+0.+B+0.-B-1.+C-1.
3NX0_A  3005  0.90732  1ROA_A  d1roaa_  0-5-1    +B+0.+C+0.-B+1.+B+2.-B+3.+B+4.
3A07_A  1722  0.81301  1KNM_A  d1knma_  0-3+6-0  +E+0.-E-1.-B+0.+B-1.-B-2.+B-3.-B-4.+E-2.-B-5.
1BNI_A  16    0.99262  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2C9R_A  1327  0.91479  1IX2_A  d1ix2a_  0-4+4-0  +B+0.+E+0.-B+1.+E+3.-B+3.+B+2.-E+2.+E+1.
2MPU_A  1063  0.80767  1H6K_X  d1h6kx_  0-4-2    +B+0.-C+0.+B+2.-B+1.+C-1.-B-1.
3NX6_A  4073  0.72041  1WE3_O  d1we3o_  0-2+5-0  +B+0.-B+1.+E+0.-E+1.+B+2.+B-1.-B+3.
1O78_A  412   0.71777  1DD2_A  d1dd2a_  0-2+4-0  +B+0.-B+1.-E+0.+E-1.-B+3.+B+2.
3A0J_A  276   0.90804  1C9O_A  d1c9oa_  0-4+4-0  +E+0.-B+0.+B-1.-B-2.+E+3.+B+1.-E+1.+E+2.
2CA5_A  1173  0.42163  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
2L5S_A  720   0.68012  1F94_A  d1f94a_  0-6-0    +B+0.-B-1.+B+2.-B+1.+B+4.-B+3.
1BNJ_A  16    0.99594  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2MPX_C  3460  0.74862  1TXQ_A  d1txqa1  0-3+5-0  +B+0.-B-1.-B-3.+B-2.-E+0.+E-1.-E+1.+B+1.
3NXB_A  2576  0.50673  1PCH_A  d1pcha_  0-4-3    +B+0.-C+0.+B+2.-B+3.+C+1.-B+1.+C-1.
2CA7_A  490   0.8921   1DTX_A  d1dtxa_  0-3-1    +B+0.-B-1.-B+1.+C+0.
3A0S_A  3798  0.6576   1V9Y_A  d1v9ya_  1-5-2    -C+0.+B+0.-B+1.+B+2.+A+0.+C-1.+B-2.-B-1.
2MQ0_A  844   0.79893  1G1C_A  d1g1ca_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
1BNS_A  16    0.99493  1A2P_A  d1a2pa_  1-6-1    +C+0.+B+0.-A+0.+B-1.-B-2.+B-3.-B-4.+B-5.
2CB8_A  1173  0.4364   1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3NZ3_A  3205  0.51763  1SS2_A  d1ss2a_  0-4-0    +B+0.-B+1.+B+2.-B+3.
3A0U_A  4685  0.86309  1ZES_A  d1zesa1  2-5-3    +B+0.-A+0.+B-1.-C+0.+B+1.-C+1.+B+2.-C+2.+B+3.-A+1.
2CBM_A  5669  0.93508  2MCM_A  d2mcma_  0-7      +B+0.-B-1.-E+0.+E+1.-E-1.-B+2.+B+1.
1BOD_A  1407  0.52472  1J7Q_A  d1j7qa_  0-2-2    -A+0.+B+0.+A+1.+B+1.
3NZL_A  3682  0.4786   1UTX_A  d1utxa_  0-2-2    +B+0.-C+0.+C-1.+B-1.
3A0V_A  3798  0.64958  1V9Y_A  d1v9ya_  1-5-2    -C+0.+B+0.-B+1.+B+2.+A+0.+C-1.+B-2.-B-1.
2L5T_A  923   0.71722  1GHK_A  d1ghka_  0-3+3-0  +E+0.-B+0.+B-1.-B-2.+E+2.-E+1.
3O1F_A  2919  0.84202  1R6O_C  d1r6oc1  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
2CBO_A  5669  0.92917  2MCM_A  d2mcma_  0-7      +B+0.-B-1.-E+0.+E+1.-E-1.-B+2.+B+1.
1O7C_T  2343  0.86527  1O7B_T  d1o7bt_  1-5-1    +B+0.-A+0.+C+0.-B-2.+B-3.-B-4.-B-1.
3A10_A  4685  0.86006  1ZES_A  d1zesa1  2-5-3    +B+0.-A+0.+B-1.-C+0.+B+1.-C+1.+B+2.-C+2.+B+3.-A+1.
3O1F_B  2919  0.85586  1R6O_C  d1r6oc1  0-3-2    +B+0.-C+0.-B+1.+C-1.-B-1.
2MQ3_A  747   0.73218  1FHG_A  d1fhga_  0-3+4-0  +B+0.-B+1.+E+0.-B+3.+B+2.-E-1.+E-2.
2CBP_A  699   0.9288   1F56_A  d1f56a_  0-4+4-1  +B+0.-B+1.+B-1.-E+0.+A+0.+E-1.-B-2.+E+1.-E+2.
1O82_A  1173  0.45673  1HYW_A  d1hywa_  0-2-2    -C+0.+B+0.-B+1.+C+1.
3A2E_A  5494  0.5345   2GR8_A  d2gr8a1  0-4-1    -C+0.+B+0.-B+1.+B+2.-B+3.
3O1Y_A  326   0.72657  1COT_A  d1cota_  0-3-1    -A+0.+B+0.-B-1.+B+1.
